NL1179	NL1675	NL1698	NL1884	NL2378	NL2562	NL268	NL279	NL3104	NL3681	NL4083	NL4353	NL504	NL6084	NL6853	NL6943	NL7530
59.94	10.81	63.44	27.14	42.15	92.4	82.14	109.95	50.25	52.16	51.54	24.21	40.66	57.5	31.61	42.92	43.84
49.77	-6.88	93.18	9.41	43	23.85	38.73	75.73	65.49	47.91	58.23	77.58	47.48	56.58	63.65	84.85	20.4
43.85	5.99	59.6	41.79	92.59	77.45	28.98	37.83	24.61	33.45	41.5	32.85	27.01	48.3	66.94	62.7	49.47
537.02	513.66	440.73	532.37	882.13	831.68	259.86	389.65	588.8	495.64	715.57	656.5	397.83	523.93	885.64	706.8	596.58
186.71	64.7	225.51	170.34	161.24	177.42	90.11	179.35	316.23	183.41	275.51	160.1	142.33	196.76	127.75	128.38	330.16
79.43	19.66	95.1	34.85	53.25	61.78	28.09	67.41	68.7	41.11	62.41	63.45	33.15	61.18	58.72	64.28	62.6
270.01	159.77	220.72	180.46	193.98	268.18	147.64	329.4	244.6	241.57	217.09	239.78	115.7	250.45	246.12	274.19	135.76
43	43.78	97.02	69.58	43.86	75.96	47.59	67.41	71.11	37.7	69.95	71.3	56.35	62.1	55.44	68.24	63.53
1492.85	1849.91	1066.27	1738.92	967.54	1097.2	1240.3	2143.82	2017.18	1207.09	2085.82	817.38	2187.86	1540.08	1083.36	1404.63	1995.04
1399.16	2115.93	1798.16	2006.71	1608.69	1073.2	982.31	753.19	1628.76	1662.48	2124.13	923.9	1594.64	1564.3	1913.55	2019.63	996.52
304.59	267.61	215.92	290.92	259.76	346.36	205.1	296.96	219.45	264.72	289.94	296.08	401.34	283.84	326.74	235.33	309.48
4.94	5.99	47.13	-2.91	13.98	17.18	2.38	22.11	41.43	-0.56	24.78	6.95	3.13	32.66	3.66	5.75	17.59
136.37	301.9	266.7	214	187.08	142.68	194.5	221.93	141.08	170.6	149.66	164.82	222.45	141.34	191.04	155.3	162.98
123.6	116.21	95.1	133.82	111.44	126.88	135.25	128.45	140.27	115.16	171.54	108.2	89.77	145.03	138.43	151.34	180.81
196.97	230.19	187.17	154.01	201.75	220.72	191.85	196.94	223.51	213.32	256.85	201.08	184.74	230.99	355.54	310.69	307.6
616.36	644.45	538.92	725.93	567.49	659.85	322.48	558.45	691.22	534.99	616.38	519.74	470.49	671.32	602.04	616.47	465.63
110	47	96.06	58.77	44.71	78.2	63.54	95.16	78.34	63.22	64.09	50.11	46.11	83.28	24.21	51.62	44.78
138.92	126.69	118.13	154.01	119.16	137.41	135.25	146.96	153.98	116.86	126.97	119.99	78.17	124.74	89.13	108.59	124.5
23.54	36.55	74.96	27.91	26.78	31.28	62.65	60.02	35.82	19.85	46.52	25.78	47.48	40.02	29.96	18.4	51.34
1369.34	1040.69	531.3	1179.86	1119.57	1045.74	859.2	952.05	676.06	1019.3	830.74	924.76	1797.19	1034.53	922.05	1072.84	829.58
93.86	-39.06	74	-22.93	19.95	48.38	18.34	-13.93	34.22	139.88	67.44	86.21	18.14	203.23	30.78	40.55	98.24
